'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
411|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|17|||342321|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|6|116|5517,1|5517,1|4831|147,1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|2|0|
412|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|2|||342322|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|5|75|5746,5|5746,5|4745|498,5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
413|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|20|||342323|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|'2/3'|0|2|14|891|891|781|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
414|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|22|||342324|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|12|754|754|754|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
415|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|24|||342325|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|8|526|526|526|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
416|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|26|||342326|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|0|12|747,1|747,1|747,1|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
417|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|28|||342327|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|3|0|2|14|870,4|870,4|762,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
418|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|3|||342328|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|4|55|3314,7|3314,7|3314,7|461,7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
419|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|30|||342329|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|0|12|769,1|769,1|769,1|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
420|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|34|||342330|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|3|0|2|14|780|780|780|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
421|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|36|||342331|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|658|658|658|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
422|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|4|||342332|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|3|60|2498|2498|2498|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
423|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|40|||342333|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|3|48|2006|2006|2006|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
424|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|42|||342334|'ООО ЖКС №2'||'инд.'|'инд.'|1990|'кирпичные'|5|0|6|77|4011,8|4011,8|4011,8|531,3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
425|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|44|||342335|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|12|1129,5|1129,5|1129,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
426|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|46|||342336|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|3|0|2|14|758,5|758,5|758,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
427|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|48|||342337|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|12|1128|1128|1128|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
428|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|5|||342338|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|5|0|4|55|3408,4|3408,4|3408,4|377,2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
429|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|'50/13'|||342339|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|656,6|656,6|656,6|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
430|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|56|||342340|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1964|'кирпичные'|5|0|4|64|2682,5|2682,5|2682,5|679,6|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
431|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|58|||342341|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1964|'кирпичные'|5|0|4|80|3411,9|3411,9|3411,9|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
432|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|6|||342342|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1960|'кирпичные'|5|0|8|144|6228,9|6228,9|6228,9|718,6|'да'|'да'|'нет'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|2|0|2|0|
433|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|60|||342343|'ООО ЖКС №2'||'Брежневка'|'Ш-5416/13'|1967|'кирпичные'|12|0|1|85|3749,1|3749,1|3749,1|0|'да'|'да'|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|2|1|0|1|1|0|
434|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|62|||342344|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|4|78|3436,7|3436,7|3436,7|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
435|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|64|||342345|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1966|'кирпичные'|5|0|4|64|2743,3|2743,3|2743,3|872,4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
436|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|68|||342346|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1968|'кирпичные'|5|0|4|64|2734,8|2734,8|2734,8|742,1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
437|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|7|||342347|'ООО ЖКС №2'||'Сталинка'|'1-405'|1958|'кирпичные'|5|0|5|68|4238|4238|4238|644,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
438|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|70|||342348|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1969|'кирпичные'|5|0|4|80|3449,2|3449,2|3449,2|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
439|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|72|||342349|'ООО ЖКС №2'||'Брежневка'|'Ш-5416/13'|1970|'кирпичные'|12|0|1|85|3715,3|3715,3|3715,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|1|1|1|1|0|
440|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|76|||342350|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1971|'кирпичные'|5|0|3|60|2550|2550|2550|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
441|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|8|||342351|'ООО ЖКС №2'||'Сталинка'|'1-405'|1959|'кирпичные'|5|0|5|68|4204,7|4204,7|4204,7|749,7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
442|'Приморский '|'"МО МО ""Черная речка"""'|'Школьная ул. '|9|||342352|'ООО ЖКС №2'||'Сталинка'|'1-405'|1960|'кирпичные'|5|0|5|69|4402|4402|4402|401,3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|1|1|0|1|0|
443|'Приморский'|'"МО №70 ""Коломяги"""'|'Афонская'|24|3||3431|'ООО ЖКС №3'||'Панельные дома'|137|1997|'панельные'|17|0|2|167|9254,3|9254,3|9038,6|215,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|5|2|2|0|
444|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|3|1||3432|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600'|1973|'панельные'|9|0|12|429|21824|21824|21676,8|147,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|12|4|2|3|3|0|
445|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|5|1||3433|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-8'|1977|'панельные'|12|0|1|71|2824,8|2824,8|2756,6|68,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|3|1|1|0|
446|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|7|1||3434|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1973|'панельные'|9|0|5|179|9419,7|9419,7|9339,2|80,5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|2|1|1|1|0|
447|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|7|3||3435|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1976|'кирпичные'|'13/14/15'|0|1|28|6518,4|6518,4|5655,5|862,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|0|3|0|0|0|
448|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|7|4||3436|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1976|'кирпичные'|'13/15'|0|1|28|7020|7020|6228,2|791,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|0|4|1|1|0|
449|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|9|1||3437|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1973|'панельные'|9|0|5|179|9336,1|9336,1|9258,4|77,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|2|1|1|1|0|
450|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|11|1||3438|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А'|1973|'панельные'|9|0|11|393|20048,4|20048,4|19918|130,4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|11|4|2|3|3|0|
451|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|13|1||3439|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-8'|1976|'панельные'|12|0|1|72|2902,1|2902,1|2835|67,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|2|1|1|0|
452|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|15|||34310|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-8'|1976|'панельные'|12|0|1|71|2844,8|2844,8|2745,1|99,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|3|1|1|0|
453|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Аэродромная'|21|||34311|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600А-12'|1977|'панельные'|12|0|1|72|2862,4|2862,4|2795,2|67,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|2|1|1|0|
454|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Байконурская'|5|1||34312|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-600АБВ'|1977|'панельные'|9|0|14|504|25320,1|25320,1|25292,7|27,4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|14|4|2|4|4|0|
455|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Байконурская'|7|1||34313|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602В-6'|1974|'панельные'|9|0|8|297|16110,5|16110,5|15982,5|128|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|2|2|0|
456|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Байконурская'|15|||34314|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602В'|1974|'панельные'|9|0|15|537|29923,9|29923,9|29109,7|814,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|15|4|4|4|4|0|
457|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|3|1||34315|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602В'|1973|'панельные'|9|0|8|297|15928|15928|15928|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|2|2|0|
458|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|3|2||34316|'ООО ЖКС №3'||'Панельные дома'|137|1980|'панельные'|14|0|1|69|3908,6|3908,6|3868,4|40,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|4|1|1|0|
459|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|4|||34317|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1981|'кирпичные'|12|0|4|200|13209|13209|11063,8|2145,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|4|2|2|0|
460|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|5|1||34318|'ООО ЖКС №3'||'Панельные дома'|137|1982|'панельные'|12|0|6|340|22884,2|22884,2|17950,2|4934|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|2|4|2|2|0|
461|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|5|2||34319|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-606-4'|1973|'панельные'|9|0|4|208|9724,5|9724,5|9676,9|47,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|1|1|0|
462|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|5|3||34320|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-602'|1974|'панельные'|9|0|9|333|14150,6|14150,6|14124,8|25,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|3|2|2|0|
463|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|7|2||34321|'ООО ЖКС №3'||'Панельные дома'|137|1983|'панельные'|12|0|3|190|12777,7|12777,7|10221,6|2556,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|2|2|0|
464|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|7|3||34322|'ООО ЖКС №3'||'Панельные дома'|'1-ЛГ-606-7а'|1973|'панельные'|9|0|7|372|16913,7|16913,7|16773,7|140|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|2|2|2|0|
465|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|7|5||34423|'ООО ЖКС №3'||'Панельные дома'|137|1984|'панельные'|12|0|4|200|14771|14771|11263,2|3507,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|4|6|2|2|0|
466|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|7|8||34524|'ООО ЖКС №3'||'Панельные дома'|137|1983|'панельные'|12|0|3|190|12774,7|12774,7|10140|2634,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|2|2|0|
467|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|9|||34325|'ООО ЖКС №3'||'Панельные дома'|137|1979|'панельные'|12|0|6|340|22741,6|22741,6|18005|4736,6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|2|4|3|3|0|
468|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|10|||34326|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1983|'кирпичные'|12|0|8|330|23889,1|23889,1|18924,2|4964,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|16|4|6|5|5|0|
469|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Богатырский'|11|||34327|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1982|'кирпичные'|'13/14/15'|0|1|28|6431,1|6431,1|5699,1|732|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|4|1|1|0|
470|'Приморский'|'"МО №70 ""Коломяги"""'|'Вербная'|13|1||34328|'ООО ЖКС №3'||'Панельные дома'|'другое'|1996|'панельные'|'4/7/9/10/9/7/4'|0|9|278|15957,1|15957,1|15763,2|193,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|7|2|4|0|3|0|
471|'Приморский'|'"МО №70 ""Коломяги"""'|'Вербная'|14|2||34329|'ООО ЖКС №3'||'Панельные дома'|137|1994|'панельные'|16|0|4|316|19728,7|19728,7|19490,9|237,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|4|3|4|0|
472|'Приморский'|'"МО №70 ""Коломяги"""'|'Вербная'|18|1||34330|'ООО ЖКС №3'||'Панельные дома'|137|1993|'панельные'|12|0|9|531|33316,9|33316,9|32770,1|546,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|18|4|4|0|9|0|
473|'Приморский'|'"МО №70 ""Коломяги"""'|'Вербная'|19|1||34331|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|2008|'кирпичные'|'14/16'|0|1|211|11113,5|11113,5|10611,3|502,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|0|4|1|1|0|
474|'Приморский'|'"МО №67 ""Комендантский аэродром"""'|'Генерала Хрулева'|6|1||34332|'ООО ЖКС №3'||'Индивидуальный'|'индивидуальный'|1984|'кирпичные'|5|0|1|141|9044,8|9044,8|6476,8|2568|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|0|0|2|2|2|0|
475|'Приморский'|'"МО №70 ""Коломяги"""'|'Десятинная Малая'|10|||34333|'ООО ЖКС №3'||'другое'|'другое'|1961|'другое'|2|0|1|4|232,8|232,8|232,8|0|'да'|'нет'|'нет'|'нет'|'нет'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
476|'Приморский'|'"МО №70 ""Коломяги"""'|'Заповедная'|25|||34334|'ООО ЖКС №3'||'другое'|'другое'|1949|'другое'|1|0|0|2|119,8|119,8|119,8|0|'да'|'да'|'нет'|'да'|'да'|'нет'|'нет'|'нет'|'нет'|0|1|0|0|0|0|
